epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
149,627.977,0.83481,0.41915,0.94947,0.99151,1,0.995,0.72038,1.10746,0.42936,1.04552,0.000731076,0.000731076,0.000731076
150,631.926,0.83389,0.41598,0.95387,0.99113,1,0.995,0.75955,0.99254,0.41764,0.98238,0.000726361,0.000726361,0.000726361
151,635.865,0.78429,0.39213,0.93973,0.99246,1,0.995,0.74593,1.06779,0.42572,1.00366,0.000721645,0.000721645,0.000721645
152,639.798,0.82083,0.42868,0.92769,0.99114,1,0.995,0.75273,1.04543,0.38853,0.97117,0.000716929,0.000716929,0.000716929
153,643.763,0.86147,0.41375,0.97746,0.98909,1,0.995,0.77532,0.92161,0.37831,0.93213,0.000712214,0.000712214,0.000712214
154,647.723,0.91167,0.43421,0.97379,0.99204,1,0.995,0.66717,1.25134,0.45073,1.05759,0.000707498,0.000707498,0.000707498
155,651.689,0.87071,0.40962,0.96345,0.98899,1,0.995,0.73334,1.09579,0.42734,1.01526,0.000702782,0.000702782,0.000702782
156,655.635,0.84494,0.41581,0.96616,0.98832,1,0.995,0.74323,1.0271,0.40229,0.9964,0.000698066,0.000698066,0.000698066
157,659.532,0.82759,0.42665,0.94851,0.99162,1,0.995,0.74421,1.04723,0.39699,1.01091,0.000693351,0.000693351,0.000693351
158,663.597,0.82746,0.39986,0.93996,0.995,1,0.995,0.76064,0.98249,0.374,0.97124,0.000688635,0.000688635,0.000688635
159,667.669,0.78096,0.4015,0.90555,0.99726,1,0.995,0.7598,1.05065,0.39178,0.99912,0.000683919,0.000683919,0.000683919
160,671.795,0.84119,0.40141,0.97354,0.99412,1,0.995,0.75704,1.05452,0.38686,0.99907,0.000679204,0.000679204,0.000679204
161,675.895,0.83186,0.41428,0.95834,0.99539,1,0.995,0.76626,0.99442,0.38192,0.96488,0.000674488,0.000674488,0.000674488
162,680.136,0.81673,0.41993,0.93775,0.99495,1,0.995,0.7285,1.09534,0.42585,1.00837,0.000669772,0.000669772,0.000669772
163,684.394,0.90304,0.43517,0.99954,0.99019,1,0.995,0.73261,1.08111,0.40417,0.99261,0.000665057,0.000665057,0.000665057
