epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
190,794.799,0.76222,0.37267,0.938,0.98984,1,0.995,0.75676,0.93352,0.36633,0.92608,0.000537733,0.000537733,0.000537733
191,798.846,0.74878,0.36589,0.92047,0.99148,1,0.995,0.78863,0.93072,0.36472,0.91984,0.000533017,0.000533017,0.000533017
192,803.44,0.75263,0.39487,0.91339,0.99345,1,0.995,0.76516,0.98069,0.38481,0.93486,0.000528301,0.000528301,0.000528301
193,807.408,0.75398,0.37482,0.94148,0.99331,1,0.995,0.75083,1.00942,0.39503,0.94784,0.000523586,0.000523586,0.000523586
194,811.413,0.82043,0.39119,0.92975,0.98649,1,0.995,0.7059,1.08481,0.40905,0.99242,0.00051887,0.00051887,0.00051887
195,815.487,0.80517,0.40394,0.91932,0.98786,1,0.995,0.7617,0.98642,0.36781,0.94431,0.000514154,0.000514154,0.000514154
196,819.516,0.76732,0.36716,0.91592,0.99104,1,0.995,0.72991,1.08269,0.39486,0.98437,0.000509438,0.000509438,0.000509438
197,823.518,0.78656,0.37313,0.94913,0.98878,1,0.995,0.74088,1.04225,0.39449,0.95804,0.000504723,0.000504723,0.000504723
198,827.569,0.77458,0.37718,0.94271,0.98405,1,0.995,0.76881,0.97066,0.38496,0.93276,0.000500007,0.000500007,0.000500007
199,831.609,0.83475,0.38294,0.93814,0.97227,1,0.995,0.75096,1.05037,0.40179,0.96379,0.000495291,0.000495291,0.000495291
200,836.011,0.74262,0.36508,0.91046,0.98522,1,0.995,0.73186,1.10364,0.41397,0.98707,0.000490576,0.000490576,0.000490576
201,840.111,0.78207,0.37879,0.92211,0.9901,1,0.995,0.77477,0.99628,0.3881,0.94417,0.00048586,0.00048586,0.00048586
202,844.12,0.75917,0.37279,0.92198,0.98883,1,0.995,0.77145,1.00257,0.38985,0.94356,0.000481144,0.000481144,0.000481144
203,848.107,0.76694,0.36463,0.93739,0.99123,1,0.995,0.77036,0.94314,0.37169,0.93082,0.000476429,0.000476429,0.000476429
204,852.028,0.73174,0.38345,0.93165,0.99262,1,0.995,0.76797,0.95471,0.37072,0.93317,0.000471713,0.000471713,0.000471713
205,855.95,0.76269,0.36638,0.91998,0.99609,1,0.995,0.75731,0.98308,0.36606,0.94286,0.000466997,0.000466997,0.000466997
206,859.93,0.7353,0.37591,0.9313,0.99446,1,0.995,0.75553,0.97824,0.36475,0.94294,0.000462281,0.000462281,0.000462281
207,863.977,0.75874,0.36144,0.93458,0.99487,1,0.995,0.77389,0.94694,0.343,0.94366,0.000457566,0.000457566,0.000457566
208,868.137,0.75154,0.368,0.91919,0.9952,1,0.995,0.77081,0.9413,0.35965,0.93483,0.00045285,0.00045285,0.00045285
209,872.424,0.75823,0.37959,0.95903,0.99553,1,0.995,0.7586,0.98029,0.3642,0.9429,0.000448134,0.000448134,0.000448134
210,876.474,0.71142,0.34997,0.93999,0.99424,1,0.995,0.74052,0.98659,0.37466,0.94851,0.000443419,0.000443419,0.000443419
211,880.417,0.73029,0.34854,0.93488,0.99517,1,0.995,0.76215,0.95838,0.3958,0.93694,0.000438703,0.000438703,0.000438703
212,884.422,0.75186,0.36409,0.91539,0.99534,1,0.995,0.76364,0.96888,0.38117,0.93974,0.000433987,0.000433987,0.000433987
213,888.453,0.73079,0.36818,0.92079,0.9956,1,0.995,0.77518,0.951,0.35711,0.93188,0.000429272,0.000429272,0.000429272
214,892.511,0.72333,0.35068,0.90478,0.99517,1,0.995,0.75966,0.96334,0.34601,0.94147,0.000424556,0.000424556,0.000424556
215,896.554,0.74182,0.3728,0.90883,0.99681,1,0.995,0.74618,0.99675,0.35831,0.95288,0.00041984,0.00041984,0.00041984
216,900.594,0.70709,0.36944,0.88471,0.9953,1,0.995,0.75609,0.93864,0.33969,0.93359,0.000415124,0.000415124,0.000415124
217,904.601,0.72518,0.36315,0.91965,0.99513,1,0.995,0.76525,0.96184,0.35328,0.94264,0.000410409,0.000410409,0.000410409
218,908.606,0.72831,0.35205,0.8947,0.99464,1,0.995,0.74084,0.99953,0.35431,0.95147,0.000405693,0.000405693,0.000405693
219,912.631,0.76319,0.35879,0.92614,0.99343,1,0.995,0.78586,0.87505,0.34588,0.91061,0.000400977,0.000400977,0.000400977
220,916.615,0.72061,0.36253,0.91052,0.99354,1,0.995,0.76794,0.95086,0.36358,0.93812,0.000396262,0.000396262,0.000396262
221,920.584,0.7243,0.35399,0.90689,0.99491,1,0.995,0.76514,0.95339,0.34868,0.93425,0.000391546,0.000391546,0.000391546
222,924.646,0.74826,0.36376,0.91939,1,1,0.995,0.77878,0.91729,0.33738,0.92113,0.00038683,0.00038683,0.00038683
223,928.641,0.7021,0.35885,0.88935,0.9949,1,0.995,0.7636,0.93312,0.34312,0.92645,0.000382115,0.000382115,0.000382115
224,932.683,0.71494,0.35764,0.92849,0.99279,1,0.995,0.75327,0.94282,0.35213,0.93837,0.000377399,0.000377399,0.000377399
225,936.717,0.70869,0.33115,0.90617,0.9965,1,0.995,0.76614,0.94568,0.36288,0.95271,0.000372683,0.000372683,0.000372683
226,940.762,0.71449,0.33486,0.92222,0.99592,1,0.995,0.75485,0.97085,0.3581,0.96982,0.000367967,0.000367967,0.000367967
227,944.772,0.71876,0.35343,0.91958,0.99671,1,0.995,0.76204,0.96996,0.37719,0.96679,0.000363252,0.000363252,0.000363252
228,948.806,0.70453,0.34799,0.8783,0.99576,1,0.995,0.76135,0.94049,0.36188,0.94704,0.000358536,0.000358536,0.000358536
229,952.766,0.7034,0.3478,0.90402,0.99518,1,0.995,0.7635,0.93091,0.35724,0.94188,0.00035382,0.00035382,0.00035382
230,956.758,0.71102,0.33967,0.91686,0.99588,1,0.995,0.76419,0.92176,0.34288,0.93601,0.000349105,0.000349105,0.000349105
231,960.834,0.69462,0.32971,0.88159,0.99633,1,0.995,0.75086,0.93113,0.34887,0.94398,0.000344389,0.000344389,0.000344389
232,964.891,0.69396,0.34593,0.93066,0.99532,1,0.995,0.73944,0.97628,0.3663,0.96874,0.000339673,0.000339673,0.000339673
233,968.929,0.69443,0.33977,0.88707,0.99441,1,0.995,0.75016,0.97665,0.36168,0.96814,0.000334958,0.000334958,0.000334958
234,973.08,0.69318,0.35028,0.89214,0.99334,1,0.995,0.76188,0.92193,0.3349,0.9417,0.000330242,0.000330242,0.000330242
235,977.081,0.6649,0.34073,0.89279,0.99373,1,0.995,0.7734,0.91374,0.33277,0.94637,0.000325526,0.000325526,0.000325526
236,981.2,0.66971,0.3259,0.91894,0.99562,1,0.995,0.74657,0.9804,0.36338,0.96963,0.00032081,0.00032081,0.00032081
237,985.2,0.68375,0.34525,0.88334,0.99579,1,0.995,0.73681,1.00973,0.37357,0.97968,0.000316095,0.000316095,0.000316095
238,989.254,0.71331,0.33464,0.90938,0.99665,1,0.995,0.74602,0.97,0.36258,0.96549,0.000311379,0.000311379,0.000311379
239,993.32,0.65644,0.3341,0.89583,0.99633,1,0.995,0.73825,0.98714,0.35689,0.97135,0.000306663,0.000306663,0.000306663
240,997.356,0.65556,0.31818,0.8935,0.99381,1,0.995,0.76209,0.96007,0.35227,0.95764,0.000301948,0.000301948,0.000301948
241,1001.48,0.66483,0.32424,0.87838,0.99326,1,0.995,0.76832,0.93302,0.34834,0.94936,0.000297232,0.000297232,0.000297232
242,1005.52,0.7165,0.35084,0.90779,0.99198,1,0.995,0.77651,0.92814,0.33975,0.94976,0.000292516,0.000292516,0.000292516
243,1009.5,0.6557,0.32944,0.87974,0.99159,1,0.995,0.76269,0.93819,0.34996,0.95141,0.000287801,0.000287801,0.000287801
244,1013.57,0.6843,0.35147,0.91136,0.99177,1,0.995,0.77582,0.89026,0.33479,0.92868,0.000283085,0.000283085,0.000283085
245,1017.59,0.70806,0.34549,0.9268,0.9914,1,0.995,0.78675,0.87461,0.32155,0.92014,0.000278369,0.000278369,0.000278369
246,1021.71,0.71722,0.34911,0.92659,0.99323,1,0.995,0.77867,0.89434,0.31769,0.92423,0.000273654,0.000273654,0.000273654
247,1025.79,0.71705,0.34073,0.91663,0.9922,1,0.995,0.78367,0.92414,0.33381,0.93399,0.000268938,0.000268938,0.000268938
248,1029.81,0.65654,0.33025,0.89515,0.99339,1,0.995,0.77715,0.91083,0.31838,0.93362,0.000264222,0.000264222,0.000264222
249,1033.79,0.675,0.32986,0.89138,0.99247,1,0.995,0.77926,0.91413,0.33231,0.93935,0.000259506,0.000259506,0.000259506
250,1037.78,0.69907,0.33479,0.89759,0.99303,1,0.995,0.78722,0.93134,0.34816,0.95344,0.000254791,0.000254791,0.000254791
251,1041.83,0.65518,0.33143,0.88452,0.99294,1,0.995,0.77583,0.97163,0.35558,0.97223,0.000250075,0.000250075,0.000250075
