epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
67,1276.99,0.67555,0.34213,0.8811,0.93352,0.99873,0.98738,0.71385,1.14887,0.49745,1.17004,0.000806528,0.000806528,0.000806528
68,1296.16,0.68097,0.3447,0.87725,0.95202,1,0.995,0.68621,1.24896,0.53682,1.36739,0.000797096,0.000797096,0.000797096
69,1315.22,0.66529,0.33188,0.87004,0.90065,0.99823,0.97929,0.69023,1.20855,0.51234,1.31735,0.000787665,0.000787665,0.000787665
70,1334.19,0.65919,0.33274,0.87649,0.93299,0.95244,0.98738,0.68381,1.21204,0.50897,1.29949,0.000778233,0.000778233,0.000778233
71,1353.22,0.66641,0.33328,0.88076,0.93255,0.94444,0.98167,0.72018,1.12898,0.46758,1.31962,0.000768802,0.000768802,0.000768802
72,1372.31,0.67175,0.33973,0.87236,0.98711,1,0.995,0.67044,1.27717,0.49094,1.35143,0.000759371,0.000759371,0.000759371
73,1391.72,0.6473,0.32524,0.86929,0.93562,0.94792,0.97119,0.68997,1.19214,0.4712,1.2828,0.000749939,0.000749939,0.000749939
74,1412.24,0.64306,0.3249,0.86744,0.93436,0.95514,0.98738,0.70941,1.1089,0.46286,1.24448,0.000740508,0.000740508,0.000740508
75,1431.02,0.63939,0.3252,0.86717,0.92684,0.94444,0.94167,0.69878,1.20138,0.50705,1.27857,0.000731076,0.000731076,0.000731076
76,1449.82,0.63001,0.32011,0.86626,0.9344,0.98326,0.98738,0.70555,1.13745,0.48849,1.19266,0.000721645,0.000721645,0.000721645
77,1468.49,0.65264,0.3295,0.87299,0.93806,0.9475,0.98738,0.69702,1.17449,0.48142,1.2167,0.000712214,0.000712214,0.000712214
78,1487.37,0.63951,0.32283,0.86695,0.93197,0.94444,0.94,0.67517,1.19549,0.46662,1.26036,0.000702782,0.000702782,0.000702782
79,1506.16,0.61836,0.316,0.85623,0.92952,0.94444,0.94167,0.70216,1.11388,0.46145,1.25856,0.000693351,0.000693351,0.000693351
80,1525.02,0.62528,0.31662,0.86309,0.92699,0.94444,0.93222,0.69253,1.17703,0.47859,1.26246,0.000683919,0.000683919,0.000683919
81,1543.72,0.6209,0.31306,0.86369,0.93491,0.96027,0.98738,0.69042,1.14163,0.48782,1.17394,0.000674488,0.000674488,0.000674488
82,1562.84,0.62463,0.31824,0.86764,0.93824,0.94984,0.97119,0.69135,1.16415,0.46416,1.22835,0.000665057,0.000665057,0.000665057
83,1582.14,0.60189,0.30705,0.85719,0.89274,0.96182,0.97222,0.71584,1.05748,0.49553,1.14837,0.000655625,0.000655625,0.000655625
84,1600.97,0.61278,0.30823,0.8592,0.92936,0.94444,0.94298,0.69494,1.13912,0.43422,1.26705,0.000646194,0.000646194,0.000646194
85,1619.93,0.61092,0.30691,0.86251,0.93026,0.94444,0.97722,0.71628,1.11637,0.4653,1.18355,0.000636762,0.000636762,0.000636762
86,1638.9,0.59841,0.30502,0.85918,0.91453,0.94255,0.96131,0.71084,1.19027,0.5135,1.26542,0.000627331,0.000627331,0.000627331
87,1657.76,0.59785,0.30962,0.85138,0.90811,0.93384,0.95389,0.6977,1.14741,0.51774,1.20776,0.0006179,0.0006179,0.0006179
88,1676.9,0.60668,0.30849,0.85167,0.92851,0.94444,0.98167,0.72462,1.15238,0.46542,1.21729,0.000608468,0.000608468,0.000608468
89,1695.95,0.60593,0.30704,0.86564,0.92655,0.94381,0.95889,0.67937,1.1728,0.48162,1.26777,0.000599037,0.000599037,0.000599037
90,1714.71,0.58989,0.30616,0.84959,0.936,0.94444,0.94167,0.68794,1.18983,0.44491,1.28475,0.000589605,0.000589605,0.000589605
91,1733.91,0.57461,0.30209,0.84912,0.93797,0.94444,0.94167,0.70351,1.17517,0.46098,1.30534,0.000580174,0.000580174,0.000580174
92,1753.07,0.58022,0.29622,0.8502,0.92846,0.94444,0.97722,0.71004,1.11665,0.42194,1.25752,0.000570743,0.000570743,0.000570743
93,1772.01,0.55786,0.29206,0.84368,0.94774,0.94444,0.94167,0.70107,1.12539,0.44055,1.25442,0.000561311,0.000561311,0.000561311
94,1791.01,0.5658,0.29445,0.84182,0.91199,0.93841,0.94167,0.70258,1.112,0.48779,1.2431,0.00055188,0.00055188,0.00055188
95,1809.77,0.56039,0.29177,0.84672,0.91688,0.93788,0.97722,0.71447,1.15203,0.4498,1.2711,0.000542448,0.000542448,0.000542448
